,name,File Path,File Type,File_size_in_MB,Length,Song Number,Artist,Album,Genre,Publisher,Bitrate,Comment,Composer,Year Published,Owner,Computer,Encoded By,Copyright,Device_id,Inode_id,Created Date,Modified Date,Last Access Date
315,Loser,D:\music\3 Doors Down\The Better Life\Loser.mp3,mp3,4.0723876953125,264.9,02,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281466,2023-05-04,2023-05-04,2023-05-04
316,Not enough,D:\music\3 Doors Down\The Better Life\Not Enough.mp3,mp3,2.9923095703125,194.0,04,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281467,2023-05-04,2023-05-04,2023-05-04
317,Smack,D:\music\3 Doors Down\The Better Life\Smack.mp3,mp3,2.3184814453125,149.9,10,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281468,2023-05-04,2023-05-04,2023-05-04
318,So i need you,D:\music\3 Doors Down\The Better Life\So I Need You.mp3,mp3,3.5391845703125,230.0,11,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281469,2023-05-04,2023-05-04,2023-05-04
319,Deadly sinners,D:\music\3 Inches Of Blood\MTV2 Headbanger's Ball Vol. 2 [Disc 2]\Deadly Sinners.m4a,m4a,8.449103355407715,230.0,10,None,None,Metal,,256,None,Mtv2,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281472,2023-05-04,2023-05-04,2023-05-04
320,93 million miles,D:\music\30 Seconds To Mars\30 Seconds To Mars\93 Million Miles.mp3,mp3,4.87979793548584,319.8,10,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281618,2023-05-04,2023-05-04,2023-05-04
321,Buddha for mary,D:\music\30 Seconds To Mars\30 Seconds To Mars\Buddha For Mary.mp3,mp3,5.3712663650512695,352.0,05,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281619,2023-05-04,2023-05-04,2023-05-04
322,Capricorn (a brand new name),D:\music\30 Seconds To Mars\30 Seconds To Mars\Capricorn (A Brand New Name).mp3,mp3,3.576009750366211,234.3,01,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281620,2023-05-04,2023-05-04,2023-05-04
323,Echelon,D:\music\30 Seconds To Mars\30 Seconds To Mars\Echelon.mp3,mp3,5.348929405212402,350.5,06,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281621,2023-05-04,2023-05-04,2023-05-04
324,Edge of the earth,D:\music\30 Seconds To Mars\30 Seconds To Mars\Edge Of The Earth.mp3,mp3,4.385937690734863,287.4,02,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281622,2023-05-04,2023-05-04,2023-05-04
325,End of the beginning,D:\music\30 Seconds To Mars\30 Seconds To Mars\End Of The Beginning.mp3,mp3,4.2930707931518555,281.3,09,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281623,2023-05-04,2023-05-04,2023-05-04
326,Fallen,D:\music\30 Seconds To Mars\30 Seconds To Mars\Fallen.mp3,mp3,4.576047897338867,299.9,03,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281624,2023-05-04,2023-05-04,2023-05-04
327,Hidden to label,D:\music\30 Seconds To Mars\30 Seconds To Mars\Hidden To Label.mp3,mp3,1.7173538208007812,112.5,12,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281625,2023-05-04,2023-05-04,2023-05-04
328,Oblivion,D:\music\30 Seconds To Mars\30 Seconds To Mars\Oblivion.mp3,mp3,3.204479217529297,210.0,04,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281626,2023-05-04,2023-05-04,2023-05-04
329,The mission,D:\music\30 Seconds To Mars\30 Seconds To Mars\The Mission.mp3,mp3,3.7509613037109375,245.8,08,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281627,2023-05-04,2023-05-04,2023-05-04
330,Welcome to the universe,D:\music\30 Seconds To Mars\30 Seconds To Mars\Welcome To The Universe.mp3,mp3,2.437607765197754,159.7,07,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281628,2023-05-04,2023-05-04,2023-05-04
331,Year zero,D:\music\30 Seconds To Mars\30 Seconds To Mars\Year Zero.mp3,mp3,4.626276969909668,303.2,11,30 Seconds To Mars,30 Seconds To Mars,Rock,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281629,2023-05-04,2023-05-04,2023-05-04
332,A beautiful lie,D:\music\30 Seconds To Mars\A Beautiful Lie\A Beautiful Lie.mp3,mp3,5.636795997619629,246.6,02,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281631,2023-05-04,2023-05-04,2023-05-04
333,A modern myth,D:\music\30 Seconds To Mars\A Beautiful Lie\A Modern Myth.mp3,mp3,19.574332237243652,856.5,10,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281632,2023-05-04,2023-05-04,2023-05-04
334,Attack,D:\music\30 Seconds To Mars\A Beautiful Lie\Attack.mp3,mp3,4.352499961853027,190.4,01,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281633,2023-05-04,2023-05-04,2023-05-04
335,Battle of one,D:\music\30 Seconds To Mars\A Beautiful Lie\Battle Of One.mp3,mp3,3.8478899002075195,168.4,11,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281634,2023-05-04,2023-05-04,2023-05-04
336,From yesterday,D:\music\30 Seconds To Mars\A Beautiful Lie\From Yesterday.mp3,mp3,5.697779655456543,249.3,07,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281635,2023-05-04,2023-05-04,2023-05-04
337,Hunter,D:\music\30 Seconds To Mars\A Beautiful Lie\Hunter.mp3,mp3,5.393435478210449,236.0,12,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281636,2023-05-04,2023-05-04,2023-05-04
338,R-evolve,D:\music\30 Seconds To Mars\A Beautiful Lie\R-Evolve.mp3,mp3,5.49986457824707,240.6,09,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281637,2023-05-04,2023-05-04,2023-05-04
339,Savior,D:\music\30 Seconds To Mars\A Beautiful Lie\Savior.mp3,mp3,4.701072692871094,205.7,06,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281638,2023-05-04,2023-05-04,2023-05-04
340,The fantasy,D:\music\30 Seconds To Mars\A Beautiful Lie\The Fantasy.mp3,mp3,6.184460639953613,270.6,05,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281639,2023-05-04,2023-05-04,2023-05-04
341,The kill,D:\music\30 Seconds To Mars\A Beautiful Lie\The Kill.mp3,mp3,5.322290420532227,232.9,03,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281640,2023-05-04,2023-05-04,2023-05-04
342,The story,D:\music\30 Seconds To Mars\A Beautiful Lie\The Story.mp3,mp3,5.400616645812988,236.3,08,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281641,2023-05-04,2023-05-04,2023-05-04
343,W1jadr~i,D:\music\30 Seconds To Mars\A Beautiful Lie\W1JADR~I.MP3,mp3,5.872964859008789,257.0,04,30 Seconds To Mars,A Beautiful Lie,Rock,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281642,2023-05-04,2023-05-04,2023-05-04
344,Tell1l~w,D:\music\33Miles\ITIOXR~Q\TELL1L~W.MP3,mp3,9.19598388671875,241.3,8,33Miles,I Can Only Imagine: Platnium Disc 3,Religious,Time Life,320,                            ,,2008,WehrsNet,NAS-1,none,none,3935787269,1688849860281647,2023-05-04,2023-05-04,2023-05-04
345,Around and around,D:\music\38 Special\38 Special\Around And Around.mp3,mp3,6.485818862915039,212.8,3,38 Special,38 Special,Southern Rock,A&M,256,,Chuck Berry,1977,WehrsNet,NAS-1,none,,3935787269,1688849860281650,2023-05-04,2023-05-04,2023-05-04
346,Fly away,D:\music\38 Special\38 Special\Fly Away.mp3,mp3,9.693710327148438,318.0,2,38 Special,38 Special,Southern Rock,A&M,256,,"Don Barnes/Jeff Carlisi/Kenny Lyons/Van Zant, D.",1977,WehrsNet,NAS-1,none,,3935787269,1688849860281651,2023-05-04,2023-05-04,2023-05-04
347,Four wheels,D:\music\38 Special\38 Special\Four Wheels.mp3,mp3,8.669321060180664,284.4,6,38 Special,38 Special,Southern Rock,A&M,256,,"Don Barnes/Jeff Carlisi/Van Zant, D.",1977,WehrsNet,NAS-1,none,,3935787269,1688849860281652,2023-05-04,2023-05-04,2023-05-04
348,Gypsy belle,D:\music\38 Special\38 Special\Gypsy Belle.mp3,mp3,9.13647747039795,299.7,5,38 Special,38 Special,Southern Rock,A&M,256,,"Don Barnes/Jeff Carlisi/Van Zant, D.",1977,WehrsNet,NAS-1,none,,3935787269,1688849860281653,2023-05-04,2023-05-04,2023-05-04
349,I just wanna rock & roll,D:\music\38 Special\38 Special\I Just Wanna Rock & Roll.mp3,mp3,10.973237037658691,360.0,9,38 Special,38 Special,Southern Rock,A&M,256,,,1977,WehrsNet,NAS-1,none,,3935787269,1688849860281654,2023-05-04,2023-05-04,2023-05-04
350,Just hang on,D:\music\38 Special\38 Special\Just Hang On.mp3,mp3,9.267218589782715,304.0,8,38 Special,38 Special,Southern Rock,A&M,256,,"Don Barnes/Jeff Carlisi/Van Zant, D.",1977,WehrsNet,NAS-1,none,,3935787269,1688849860281655,2023-05-04,2023-05-04,2023-05-04
351,Long time gone,D:\music\38 Special\38 Special\Long Time Gone.mp3,mp3,7.454403877258301,244.5,1,38 Special,38 Special,Southern Rock,A&M,256,,Don Barnes/Donnie Van Zant/Jeff Carlisi/Kenny Lyons,1977,WehrsNet,NAS-1,none,,3935787269,1688849860281656,2023-05-04,2023-05-04,2023-05-04
352,Play a simple song,D:\music\38 Special\38 Special\Play A Simple Song.mp3,mp3,6.025042533874512,197.6,4,38 Special,38 Special,Southern Rock,A&M,256,,"Jeff Carlisi/Van Zant, D.",1977,WehrsNet,NAS-1,none,,3935787269,1688849860281657,2023-05-04,2023-05-04,2023-05-04
353,Tell everybody,D:\music\38 Special\38 Special\Tell Everybody.mp3,mp3,7.723855018615723,253.4,7,38 Special,38 Special,Southern Rock,A&M,256,,"Don Barnes/Van Zant, D.",1977,WehrsNet,NAS-1,none,,3935787269,1688849860281658,2023-05-04,2023-05-04,2023-05-04
354,Bone against steel,D:\music\38 Special\Bone Against Steel\Bone Against Steel.mp3,mp3,9.9493408203125,326.4,06,38 Special,Bone Against Steel,Southern Rock,,256,engID3v1 Comment,,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281660,2023-05-04,2023-05-04,2023-05-04
355,Burning bridges,D:\music\38 Special\Bone Against Steel\Burning Bridges.mp3,mp3,8.7696533203125,287.7,11,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Danny Chauncey/Jeff Carlisi/Max Carl,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281661,2023-05-04,2023-05-04,2023-05-04
356,Can't shake it,D:\music\38 Special\Bone Against Steel\Can't Shake It.mp3,mp3,6.4317626953125,211.0,12,38 Special,Bone Against Steel,Southern Rock,Charly,256,,"Donnie Van Zant/Johnson, White R./Michael Lunn/Van Zant, D./White Johsnon, R.",1991,WehrsNet,NAS-1,none,,3935787269,1688849860281662,2023-05-04,2023-05-04,2023-05-04
357,Don't wanna get it dirty,D:\music\38 Special\Bone Against Steel\Don't Wanna Get It Dirty.mp3,mp3,8.4903564453125,278.5,10,38 Special,Bone Against Steel,Southern Rock,Charly,256,,"Donnie Van Zant/Johnson, White R./M. Lunn/White Johsnon, R.",1991,WehrsNet,NAS-1,none,,3935787269,1688849860281663,2023-05-04,2023-05-04,2023-05-04
358,Jimmy gillum,D:\music\38 Special\Bone Against Steel\Jimmy Gillum.mp3,mp3,9.4141845703125,308.8,8,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Danny Chauncey/Donnie Van Zant/Jeff Carlisi/M. Carl,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281664,2023-05-04,2023-05-04,2023-05-04
359,Last thing i ever do,D:\music\38 Special\Bone Against Steel\Last Thing I Ever Do.mp3,mp3,9.8673095703125,323.7,3,38 Special,Bone Against Steel,Southern Rock,Charly,256,,"Danny Chauncey/Donnie Van Zant/Jeff Carlisi/Johnson, White R./M. Lunn/White Johsnon, R.",1991,WehrsNet,NAS-1,none,,3935787269,1688849860281665,2023-05-04,2023-05-04,2023-05-04
360,Rebel to rebel,D:\music\38 Special\Bone Against Steel\Rebel To Rebel.mp3,mp3,10.2169189453125,335.2,5,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Donnie Van Zant/Jeff Carlisi/Jim Peterik,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281666,2023-05-04,2023-05-04,2023-05-04
361,Signs of love,D:\music\38 Special\Bone Against Steel\Signs Of Love.mp3,mp3,8.8751220703125,291.1,2,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Max Carl,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281667,2023-05-04,2023-05-04,2023-05-04
362,Tear it up,D:\music\38 Special\Bone Against Steel\Tear It Up.mp3,mp3,8.5782470703125,281.4,9,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Danny Chauncey/Jeff Carlisi/Max Carl,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281668,2023-05-04,2023-05-04,2023-05-04
363,The sound of your voice,D:\music\38 Special\Bone Against Steel\The Sound Of Your Voice.mp3,mp3,9.1856689453125,301.3,1,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Danny Chauncey/Jeff Carlisi/Jim Peterik/Max Carl,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281669,2023-05-04,2023-05-04,2023-05-04
364,Treasure,D:\music\38 Special\Bone Against Steel\Treasure.mp3,mp3,10.4337158203125,342.3,13,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Jeff Carlisi/Jim Peterik/Max Carl,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281670,2023-05-04,2023-05-04,2023-05-04
365,"You be the dam, i'll be the water","D:\music\38 Special\Bone Against Steel\You Be The Dam, I'll Be The Water.mp3",mp3,8.1700439453125,268.0,7,38 Special,Bone Against Steel,Southern Rock,Charly,256,,"Donnie Van Zant/Johnson, White R./Max Carl/V. Stephenson/White Johsnon, R.",1991,WehrsNet,NAS-1,none,,3935787269,1688849860281671,2023-05-04,2023-05-04,2023-05-04
366,You definitely got me,D:\music\38 Special\Bone Against Steel\You Definitely Got Me.mp3,mp3,9.593961715698242,314.7,4,38 Special,Bone Against Steel,Southern Rock,Charly,256,,Danny Chauncey/Jeff Carlisi/Max Carl,1991,WehrsNet,NAS-1,none,,3935787269,1688849860281672,2023-05-04,2023-05-04,2023-05-04
367,Bad looks good on you,D:\music\38 Special\Drivetrain\Bad Looks Good On You.mp3,mp3,8.679167747497559,302.6,9,38 Special,Drivetrain,Southern Rock,Sanctuary,238,,D. Chauncey/D. Ramsey/Don Barnes,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281674,2023-05-04,2023-05-04,2023-05-04
368,Haley's got a harley,D:\music\38 Special\Drivetrain\Haley's Got A Harley.mp3,mp3,7.808199882507324,242.2,3,38 Special,Drivetrain,Southern Rock,Sanctuary,268,,"Don Barnes/Jim Peterik/Van Zant, D.",2004,WehrsNet,NAS-1,none,,3935787269,1688849860281675,2023-05-04,2023-05-04,2023-05-04
369,Hiding from yourself,D:\music\38 Special\Drivetrain\Hiding From Yourself.mp3,mp3,9.161970138549805,304.2,11,38 Special,Drivetrain,Southern Rock,Sanctuary,250,,"Jim Peterik/Van Zant, D.",2004,WehrsNet,NAS-1,none,,3935787269,1688849860281676,2023-05-04,2023-05-04,2023-05-04
370,Hurts like love,D:\music\38 Special\Drivetrain\Hurts Like Love.mp3,mp3,9.07693862915039,280.9,2,38 Special,Drivetrain,Southern Rock,Sanctuary,269,,D. Chauncey/Don Barnes/Jim Peterik,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281677,2023-05-04,2023-05-04,2023-05-04
371,Jam on,D:\music\38 Special\Drivetrain\Jam On.mp3,mp3,9.25362491607666,295.2,4,38 Special,Drivetrain,Southern Rock,Sanctuary,261,,D. Chauncey/Don Barnes/Jim Peterik,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281678,2023-05-04,2023-05-04,2023-05-04
372,Make some sense of it,D:\music\38 Special\Drivetrain\Make Some Sense Of It.mp3,mp3,8.60818099975586,278.4,5,38 Special,Drivetrain,Southern Rock,Sanctuary,257,,Don Barnes/Jim Peterik,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281679,2023-05-04,2023-05-04,2023-05-04
373,Quick fix,D:\music\38 Special\Drivetrain\Quick Fix.mp3,mp3,7.270268440246582,235.8,6,38 Special,Drivetrain,Southern Rock,Sanctuary,256,,"Jim Peterik/Van Zant, D.",2004,WehrsNet,NAS-1,none,,3935787269,1688849860281680,2023-05-04,2023-05-04,2023-05-04
374,Sheriff's county line,D:\music\38 Special\Drivetrain\Sheriff's County Line.mp3,mp3,9.338613510131836,307.6,12,38 Special,Drivetrain,Southern Rock,Sanctuary,252,,"Don Barnes/Jim Peterik/Van Zant, D.",2004,WehrsNet,NAS-1,none,,3935787269,1688849860281681,2023-05-04,2023-05-04,2023-05-04
375,Something i need,D:\music\38 Special\Drivetrain\Something I Need.mp3,mp3,7.3425493240356445,238.0,1,38 Special,Drivetrain,Southern Rock,Sanctuary,256,,Don Barnes/Jim Peterik,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281682,2023-05-04,2023-05-04,2023-05-04
376,The play,D:\music\38 Special\Drivetrain\The Play.mp3,mp3,9.711338996887207,312.9,8,38 Special,Drivetrain,Southern Rock,Sanctuary,258,,D. Chauncey/Don Barnes/G. Moffatt,2004,WehrsNet,NAS-1,none,,3935787269,1970324836992339,2023-05-04,2023-05-04,2023-05-04
377,The squeeze,D:\music\38 Special\Drivetrain\The Squeeze.mp3,mp3,9.717181205749512,302.4,7,38 Special,Drivetrain,Southern Rock,Sanctuary,267,,"D. Chauncey/Don Barnes/Jeff Carlisi/Van Zant, D./White Johnson, R.",2004,WehrsNet,NAS-1,none,,3935787269,1688849860281684,2023-05-04,2023-05-04,2023-05-04
378,Trooper with an attitude,D:\music\38 Special\Drivetrain\Trooper With An Attitude.mp3,mp3,6.333300590515137,302.4,10,38 Special,Drivetrain,Southern Rock,,252,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281685,2023-05-04,2023-05-04,2023-05-04
379,Back to paradise,D:\music\38 Special\Flashback\Back To Paradise.mp3,mp3,8.483009338378906,222.6,01,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,Bryan Adams/Jim Vallance/Neil Giraldo,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281687,2023-05-04,2023-05-04,2023-05-04
380,Back where you belong,D:\music\38 Special\Flashback\Back Where You Belong.mp3,mp3,10.256196975708008,269.1,09,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,G. O'Connor,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281688,2023-05-04,2023-05-04,2023-05-04
381,Caught up in you,D:\music\38 Special\Flashback\Caught Up In You.mp3,mp3,10.536006927490234,276.4,05,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,Don Barnes/Jeff Carlisi/Jim Peterik,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281689,2023-05-04,2023-05-04,2023-05-04
382,Fantasy girl,D:\music\38 Special\Flashback\Fantasy Girl.mp3,mp3,9.313337326049805,244.4,06,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,Jeff Carlisi/Jim Peterik,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281690,2023-05-04,2023-05-04,2023-05-04
383,Hold on loosely,D:\music\38 Special\Flashback\Hold On Loosely.mp3,mp3,10.65349006652832,279.5,02,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,Don Barnes/Jeff Carlisi/Jim Peterik,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281691,2023-05-04,2023-05-04,2023-05-04
384,If i'd been the one,D:\music\38 Special\Flashback\If I'd Been The One.mp3,mp3,8.949972152709961,234.8,04,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,Don Barnes/Donnie Van Zant/Jeff Carlisi,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281692,2023-05-04,2023-05-04,2023-05-04
385,Like no other night,D:\music\38 Special\Flashback\Like No Other Night.mp3,mp3,9.099311828613281,238.7,12,38 Special,Flashback,Southern Rock,A&M,320,,Don Barnes/Jim Vallance/John Bettis,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281693,2023-05-04,2023-05-04,2023-05-04
386,Rocking' into the night,D:\music\38 Special\Flashback\Rocking' Into The Night.mp3,mp3,9.057504653930664,237.6,14,38 Special,Flashback,Southern Rock,A&M,320,,Frank Sullivan/Gary Smith/Jim Peterik,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281694,2023-05-04,2023-05-04,2023-05-04
387,Rough-housin',D:\music\38 Special\Flashback\Rough-Housin'.mp3,mp3,9.522445678710938,249.8,07,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,"Don Barnes/Larry Steele/Van Zandt, D",1987,WehrsNet,NAS-1,none,,3935787269,1688849860281695,2023-05-04,2023-05-04,2023-05-04
388,Same old feeling,D:\music\38 Special\Flashback\Same Old Feeling.mp3,mp3,9.834083557128906,258.0,08,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,Don Barnes/Jeff Carlisi/John Bettis,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281696,2023-05-04,2023-05-04,2023-05-04
389,Stone cold believer,D:\music\38 Special\Flashback\Stone Cold Believer.mp3,mp3,9.0316162109375,237.0,10,38 Special,Flashback,Southern Rock,A&M,320,,Don Barnes/Jeff Carlisi/Johnny Van Zant,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281697,2023-05-04,2023-05-04,2023-05-04
390,"Teacher, teacher","D:\music\38 Special\Flashback\Teacher, Teacher.mp3",mp3,7.4475250244140625,195.4,11,38 Special,Flashback,Southern Rock,A&M,320,,Bryan Adams/Jim Vallance,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281698,2023-05-04,2023-05-04,2023-05-04
391,Twentieth century fox,D:\music\38 Special\Flashback\Twentieth Century Fox.mp3,mp3,9.729560852050781,255.3,13,38 Special,Flashback,Southern Rock,A&M,320,,Don Barnes/Donnie Van Zant/Jeff Carlisi,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281699,2023-05-04,2023-05-04,2023-05-04
392,Wild-eyed southern boys,D:\music\38 Special\Flashback\Wild-Eyed Southern Boys.mp3,mp3,9.640897750854492,252.9,03,38 Special,Flashback,Southern Rock,A&M,320,engID3v1 Comment,Jim Peterik,1987,WehrsNet,NAS-1,none,,3935787269,1688849860281700,2023-05-04,2023-05-04,2023-05-04
393,Déjà voodoo,D:\music\38 Special\Live At Sturgis\Déjà Voodoo.mp3,mp3,14.926088333129883,391.6,09,38 Special,Live At Sturgis,Southern Rock,SPV,320,,Don Barnes/Donnie Van Zant/Jeff Carlisi/Jim Peterik/R.W. Johnson,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281704,2023-05-04,2023-05-04,2023-05-04
394,Fade to blue,D:\music\38 Special\Live At Sturgis\Fade To Blue.mp3,mp3,10.733415603637695,281.6,05,38 Special,Live At Sturgis,Southern Rock,SPV,320,,Danny Chauncey/Don Barnes/Jim Peterik,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281705,2023-05-04,2023-05-04,2023-05-04
395,Just one girl,D:\music\38 Special\Live At Sturgis\Just One Girl.mp3,mp3,10.552213668823242,276.9,13,38 Special,Live At Sturgis,Southern Rock,SPV,320,,Danny Chauncey/Don Barnes/Jim Peterik,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281709,2023-05-04,2023-05-04,2023-05-04
396,Rockin' into the night,D:\music\38 Special\Live At Sturgis\Rockin' Into The Night.mp3,mp3,11.21333122253418,294.2,01,38 Special,Live At Sturgis,Southern Rock,SPV,320,,Frank Sullivan/Gary Smith/Jim Peterik,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281711,2023-05-04,2023-05-04,2023-05-04
397,Take 'em out,D:\music\38 Special\Live At Sturgis\Take 'em Out.mp3,mp3,9.83137321472168,257.9,08,38 Special,Live At Sturgis,Southern Rock,SPV,320,,Don Barnes/Donnie Van Zant/Jeff Carlisi,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281712,2023-05-04,2023-05-04,2023-05-04
398,After the fire is gone,D:\music\38 Special\Resolution\After The Fire Is Gone.mp3,mp3,8.590601921081543,225.4,6,38 Special,Resolution,Southern Rock,SPV UK,320,,Donnie Van Zant/Johnny Van Zant/P. Buchanan/R.W. Johnson,1997,WehrsNet,NAS-1,none,,3935787269,1688849860281719,2023-05-04,2023-05-04,2023-05-04
399,Changed by love,D:\music\38 Special\Resolution\Changed By Love.mp3,mp3,11.196141242980957,293.7,5,38 Special,Resolution,Southern Rock,SPV UK,320,,Danny Chauncey/Donnie Van Zant/Jim Peterik,1997,WehrsNet,NAS-1,none,,3935787269,1688849860281720,2023-05-04,2023-05-04,2023-05-04
400,Deja voodoo,D:\music\38 Special\Resolution\Deja Voodoo.mp3,mp3,13.606610298156738,357.0,3,38 Special,Resolution,Southern Rock,SPV UK,320,,Don Barnes/Donnie Van Zant/Jeff Carlisi/Jim Peterik/R.W. Johnson,1997,WehrsNet,NAS-1,none,,3935787269,1688849860281721,2023-05-04,2023-05-04,2023-05-04
401,Find my way back,D:\music\38 Special\Resolution\Find My Way Back.mp3,mp3,11.359436988830566,298.0,4,38 Special,Resolution,Southern Rock,SPV UK,320,,Danny Chauncey/Don Barnes/J Carlisi/Jim Peterik,1997,WehrsNet,NAS-1,none,,3935787269,1688849860281723,2023-05-04,2023-05-04,2023-05-04
402,Homeless guitar,D:\music\38 Special\Resolution\Homeless Guitar.mp3,mp3,12.03048038482666,315.6,9,38 Special,Resolution,Southern Rock,SPV UK,320,,Donnie Van Zant/Jeff Carlisi/Jim Peterik,1997,WehrsNet,NAS-1,none,,3935787269,1688849860281724,2023-05-04,2023-05-04,2023-05-04
